Year,Week,Percent of Deaths Due to Pneumonia and Influenza,Expected,Threshold,All Deaths,Pneumonia Deaths,Influenza Deaths
2011,38,6.96489364,6.78555,7.1225,46117,3211,1
2011,39,6.97167756,6.85004,7.18677,45441,3167,1
2011,40,6.964335261,6.842017273,7.175338592,46853,3259,4
2011,41,7.276489536,6.931698336,7.2648633,46877,3406,5
2011,42,7.084051312,7.028982078,7.361990685,47007,3325,5
2011,43,7.183901953,7.132412643,7.465264893,47161,3384,4
2011,44,7.265152143,7.240446544,7.573142439,48244,3497,8
2011,45,7.541171886,7.351475092,7.68401463,48759,3671,6
2011,46,7.565605228,7.463847741,7.796230923,48205,3645,2
2011,47,7.53164557,7.575896033,7.908122858,47400,3562,8
2011,48,7.67281106,7.68595776,8.018028229,47740,3655,8
2011,49,7.683823529,7.792401031,8.124315144,48960,3761,1
2011,50,7.846882175,7.893647866,8.225405622,49217,3854,8
2011,51,7.767833694,7.988196989,8.319798389,49499,3837,8
2011,52,7.977799517,8.074645495,8.406090539,50089,3986,10
2012,1,8.464071276,8.151709065,8.482997753,51630,4360,10
2012,2,8.342615935,8.21824045,8.549372782,51171,4262,7
2012,3,8.383573442,8.273245949,8.604221924,51088,4274,9
2012,4,8.445798002,8.315899652,8.64671927,50238,4232,11
2012,5,8.134241167,8.345555238,8.676218501,49642,4029,9
2012,6,8.10626703,8.361755166,8.692262072,49912,4027,19
2012,7,8.178233439,8.364237114,8.694587664,50720,4133,15
2012,8,8.290480864,8.3529376,8.683131793,50950,4195,29
2012,9,8.403674767,8.327992706,8.658030543,50942,4238,43
2012,10,8.676320139,8.289735925,8.619617405,50828,4351,59
2012,11,8.579183385,8.238693141,8.568418265,50844,4300,62
2012,12,8.35072223,8.175574837,8.505143605,49361,4065,57
2012,13,7.975104936,8.101265632,8.430678044,48363,3802,55
2012,14,8.005284561,8.016811309,8.346067365,48443,3830,48
2012,15,7.703739897,7.923403522,8.252503221,49119,3761,23
2012,16,7.628815429,7.822362404,8.151305747,48946,3697,37
2012,17,7.5042036,7.715117335,8.043904322,48173,3578,37
2012,18,7.442404984,7.603186143,7.931816773,47834,3533,27
2012,19,7.156598692,7.488153044,7.816627318,46782,3333,15
2012,20,7.121604965,7.371645646,7.699963564,47054,3335,16
2012,21,7.069153368,7.255311341,7.583472902,46809,3295,14
2012,22,6.837458513,7.140793438,7.468798643,46099,3144,8
2012,23,6.64383119,7.029707375,7.357556224,46419,3075,9
2012,24,6.747039368,6.923617357,7.25130985,46865,3158,4
2012,25,6.826987597,6.824013761,7.151549897,46199,3152,2
2012,26,6.857774311,6.732291626,7.059671405,46152,3162,3
2012,27,6.442511169,6.649730549,6.976953973,46783,3008,6
2012,28,6.615665479,6.577476273,6.90454334,46012,3042,2
2012,29,6.562934631,6.51652422,6.843434931,46016,3019,1
2012,30,6.322027597,6.467705228,6.794459583,45729,2890,1
2012,31,6.617087438,6.43167368,6.758271679,45987,3042,1
2012,32,6.570837464,6.408898198,6.735339839,46402,3044,5
2012,33,6.585158918,6.399655032,6.725940318,45967,3023,4
2012,34,6.424973518,6.404024223,6.730153151,46257,2968,4
2012,35,6.522816926,6.42188853,6.747861091,46391,3021,5
2012,36,6.66181756,6.452935408,6.778751582,46744,3112,2
2012,37,6.826019484,6.49666174,6.8223215,46396,3167,0
2012,38,6.71771817,6.552381304,6.877884612,46489,3122,1
2012,39,6.784083496,6.619234873,6.944581682,47523,3222,2
2012,40,6.715282842,6.696202814,7.021393068,47995,3218,5
2012,41,6.918617939,6.782120006,7.107153638,48131,3324,6
2012,42,6.942311237,6.875692836,7.200569772,48831,3383,7
2012,43,7.086235385,6.975518054,7.30023821,47811,3382,6
2012,44,6.848169675,7.080103189,7.404666469,49035,3355,3
2012,45,6.888014854,7.18788824,7.512294542,50087,3441,9
2012,46,7.064726543,7.297268327,7.621517538,49825,3500,20
2012,47,6.983087834,7.40661697,7.730708967,49491,3437,19
2012,48,7.582985098,7.514309655,7.838244307,50732,3816,31
2012,49,7.725222621,7.618747356,7.942524522,51882,3944,64
2012,50,7.894736842,7.718379659,8.041999188,51452,3965,97
2012,51,8.262350937,7.811727167,8.1351889,52830,4221,144
2012,52,8.988314827,7.897402851,8.220706619,55027,4714,232
2013,1,10.17137845,7.974132044,8.297277668,59284,5620,410
2013,2,11.05076625,8.04077079,8.363758081,60946,6080,655
2013,3,11.10754523,8.09632228,8.419151042,59203,5941,635
2013,4,10.62650061,8.139951145,8.462621171,57893,5649,503
2013,5,10.07747815,8.170995397,8.493506469,56403,5291,393
2013,6,9.500062784,8.188975839,8.511327733,55747,5028,268
2013,7,9.358936701,8.193602833,8.515795314,54472,4889,209
2013,8,8.870621205,8.184780305,8.506813128,53525,4581,167
2013,9,8.733237909,8.162606944,8.484479855,53096,4489,148
2013,10,8.475116175,8.127374582,8.449087318,53368,4420,103
2013,11,8.504625356,8.079563775,8.401116064,53077,4405,109
2013,12,8.199393916,8.01983666,8.341228219,52138,4192,83
2013,13,8.170508246,7.949027178,8.270257716,51845,4180,56
2013,14,7.993382639,7.868128826,8.189198042,51380,4057,50
2013,15,7.808876135,7.778280111,8.099187695,50878,3938,35
2013,16,7.764169407,7.680747908,8.00149354,49561,3826,22
2013,17,7.469565757,7.576908986,7.897492337,48383,3587,27
2013,18,7.268144537,7.468229948,7.788650679,48403,3508,10
2013,19,7.102343815,7.356245901,7.676503665,47956,3395,11
2013,20,7.003332911,7.242538147,7.562632586,47406,3316,4
2013,21,6.889048504,7.128711225,7.448641974,47336,3249,12
2013,22,6.52360331,7.016369649,7.33613633,46646,3040,3
2013,23,7.130102041,6.907094655,7.226696884,47040,3346,8
2013,24,7.04294847,6.802421324,7.121858705,46614,3277,6
2013,25,6.733333333,6.70381638,7.023088509,46500,3127,4
2013,26,6.598066863,6.612657015,6.931763479,46453,3063,2
2013,27,6.392586569,6.530211024,6.849151399,46726,2982,5
2013,28,6.642090568,6.457618547,6.776392401,45844,3043,2
2013,29,6.60618396,6.395875679,6.71448257,46184,3044,7
2013,30,6.212806475,6.345820186,6.664259663,46211,2866,5
2013,31,6.363026011,6.308119524,6.626391126,46173,2931,7
2013,32,6.47862877,6.283261346,6.601364603,46090,2983,3
2013,33,6.540814771,6.271546616,6.589481049,45927,3001,3
2013,34,6.460857106,6.273085453,6.590850572,46062,2972,4
2013,35,6.267400453,6.287795754,6.605391065,46335,2898,6
2013,36,6.272181571,6.315404559,6.63282956,45646,2862,1
2013,37,6.468403093,6.355452195,6.672706378,46302,2988,7
2013,38,6.512925024,6.407299129,6.724381978,46615,3032,4
2013,39,6.550713476,6.470135425,6.787046418,46743,3051,11
2013,40,6.623240177,6.542992653,6.859731263,47590,3149,3
2013,41,6.650069623,6.624758096,6.941323788,47398,3140,12
2013,42,6.774647001,6.714191018,7.030583251,47663,3218,11
2013,43,6.627627314,6.809940777,7.126159003,47815,3158,11
2013,44,6.734489182,6.910566517,7.226610182,48853,3278,12
2013,45,7.033782544,7.014558132,7.330426676,49049,3433,17
2013,46,6.750944082,7.12035823,7.436051084,49519,3328,15
2013,47,6.971971267,7.226384738,7.541901329,49699,3437,28
2013,48,6.932939056,7.331053859,7.646393607,49373,3390,33
2013,49,7.152114999,7.432803017,7.747965335,50922,3600,42
2013,50,7.558788439,7.530113473,7.845097768,51966,3860,68
2013,51,7.665710432,7.621532284,7.936337955,52637,3928,107
2013,52,7.987091569,7.705693275,8.020319717,52059,3951,207
2014,1,9.08446236,7.781336745,8.095783344,53586,4517,351
2014,2,9.781265115,7.847327591,8.161593727,55821,4999,461
2014,3,10.03700447,7.902671617,8.216756665,54588,5005,474
2014,4,9.658576261,7.946529782,8.260433109,54097,4783,442
2014,5,9.279745029,7.978230175,8.291951142,53967,4623,385
2014,6,8.970566207,7.997277561,8.310815522,53408,4476,315
2014,7,8.648809303,8.003360356,8.316714659,53834,4385,271
2014,8,7.971826173,7.996354921,8.309524908,52673,3990,209
2014,9,7.793790502,7.976327145,8.289312149,51695,3868,161
2014,10,8.014981273,7.943531259,8.256330609,52065,4048,125
2014,11,7.791530693,7.898405933,8.211018951,51787,3942,93
2014,12,7.603260764,7.841567704,8.153993705,51399,3834,74
2014,13,7.589215532,7.773801825,8.086040118,50888,3797,65
2014,14,7.622622229,7.696050688,8.008100574,50888,3824,55
2014,15,7.498373775,7.609399973,7.921260749,50731,3730,74
2014,16,7.310380741,7.515062746,7.8267337,49929,3595,55
2014,17,7.116097366,7.41436172,7.725842136,49915,3498,54
2014,18,7.132073193,7.308709956,7.619999108,49677,3490,53
2014,19,7.055434135,7.199590265,7.510687423,50330,3512,39
2014,20,6.777362899,7.088533637,7.399438064,47939,3222,27
2014,21,6.719058591,6.97709699,7.287807943,48608,3242,24
2014,22,6.548904019,6.866840569,7.177357297,48176,3140,15
2014,23,6.779377302,6.759305326,7.069627073,47792,3220,20
2014,24,6.766445787,6.655990611,6.966116612,47839,3222,15
2014,25,6.476542484,6.558332485,6.868261972,47618,3077,7
2014,26,6.323086324,6.467682986,6.777415182,47461,2998,3
2014,27,6.337092864,6.385290634,6.694824756,47435,3000,6
2014,28,6.302529859,6.312282461,6.621617721,47473,2988,4
2014,29,6.246295826,6.24964783,6.558783431,47244,2944,7
2014,30,6.336012214,6.198224262,6.507159401,47159,2985,3
2014,31,6.230582628,6.15868549,6.467419359,46994,2923,5
2014,32,6.038914143,6.131531901,6.440063684,47078,2842,1
2014,33,6.147330596,6.117083503,6.425412378,46752,2869,5
2014,34,6.163153619,6.115475461,6.423600597,46778,2877,6
2014,35,6.064762231,6.126656211,6.434576756,46663,2825,5
2014,36,6.249868346,6.150388599,6.458103679,47473,2966,1
2014,37,6.142087671,6.186253612,6.493762327,46971,2881,4
2014,38,6.231022004,6.233656668,6.540958098,48082,2990,6
2014,39,6.24315896,6.291836461,6.598929661,48421,3017,6
2014,40,6.370177397,6.359876205,6.666760208,48366,3075,6
2014,41,6.381685575,6.436717121,6.743390936,49360,3142,8
2014,42,6.291888379,6.521173966,6.82763658,49238,3085,13
2014,43,6.547655438,6.611952377,6.918202752,49071,3202,11
2014,44,6.470504214,6.707667778,7.013704853,49007,3154,17
2014,45,6.305706282,6.806865566,7.112688259,51049,3208,11
2014,46,6.445103858,6.908042295,7.213649499,50550,3240,18
2014,47,6.493061504,7.009667532,7.315058117,52533,3380,31
2014,48,6.68067713,7.110206084,7.415378897,51866,3419,46
2014,49,7.020171381,7.208140258,7.513094122,52748,3620,83
2014,50,7.383202002,7.301991842,7.60672556,53554,3785,169
2014,51,8.07366995,7.390343485,7.694855832,54622,4098,312
2014,52,8.524309274,7.471859156,7.776148888,56028,4264,512
2014,53,10.19510716,7.545303408,7.849369256,59352,5037,1014
2015,1,10.80840456,7.609559145,7.913399817,61776,5577,1100
2015,2,10.74400432,7.663643652,7.967257833,61169,5589,983
2015,3,10.04995141,7.706722654,8.010109005,58657,5184,711
2015,4,9.496641368,7.738122192,8.041279352,57315,4857,586
2015,5,9.106912539,7.757338168,8.060264752,57374,4741,484
2015,6,8.805619782,7.764043397,8.066737998,56657,4584,405
2015,7,8.445957867,7.758092094,8.06055328,56678,4501,286
2015,8,8.487032468,7.739521706,8.041748024,56333,4560,221
2015,9,8.380224369,7.708552096,8.010542068,56514,4546,190
2015,10,8.261423369,7.665582066,7.967334191,55741,4446,159
2015,11,7.95894762,7.611183298,7.912696053,54467,4196,139
2015,12,7.533002528,7.546091783,7.847363621,53405,3902,121
2015,13,7.409495884,7.471196886,7.772226237,53202,3843,99
2015,14,7.451700191,7.38752819,7.688313461,52847,3838,100
2015,15,7.568651184,7.296240335,7.59677991,52876,3927,75
2015,16,7.49593244,7.198596051,7.498888289,51628,3807,63
2015,17,7.191827381,7.095947654,7.395990894,51489,3653,50
2015,18,6.923166202,6.98971727,7.289509826,51696,3551,28
2015,19,6.896551724,6.881376072,7.180916234,50721,3476,22
2015,20,6.587711307,6.772422836,7.071708872,49395,3240,14
2015,21,6.80454974,6.664362133,6.963392289,49849,3374,18
2015,22,6.511193651,6.558682473,6.857454969,49269,3198,10
2015,23,6.476611122,6.456834709,6.755347744,49810,3215,11
2015,24,6.422261125,6.360211032,6.65846278,49126,3149,6
2015,25,6.52607987,6.270124847,6.568113461,49080,3199,4
2015,26,6.333252112,6.18779183,6.485515438,49248,3113,6
2015,27,6.302606848,6.114312434,6.411769142,48948,3078,7
2015,28,6.167025293,6.050656101,6.347843993,49262,3031,7
2015,29,6.190525126,5.997647405,6.294564538,48655,3009,3
2015,30,5.99864507,5.955954318,6.252598729,48711,2918,4
2015,31,6.109271523,5.926078782,6.222448485,48320,2948,4
2015,32,5.910911015,5.908349706,6.204442689,48199,2841,8
2015,33,6.0680463,5.902918487,6.198732718,48467,2935,6
2015,34,6.001154068,5.909757335,6.205290767,48524,2907,5
2015,35,6.039662845,5.928660632,6.223911248,48761,2942,3
2015,36,6.046826031,5.959247648,6.254213471,48819,2949,3
2015,37,6.164369576,6.000968226,6.295647317,48975,3013,6
2015,38,6.201833374,6.053111115,6.347501578,49308,3050,8
2015,39,6.272753303,6.114814644,6.408914618,48894,3061,6
2015,40,6.305160369,6.185079542,6.478887209,51101,3208,14
2015,41,6.296710763,6.262783749,6.556297328,50042,3144,7
2015,42,6.367063258,6.346698966,6.639916717,50934,3227,16
2015,43,6.310285409,6.435508721,6.728428944,50489,3169,17
2015,44,6.590078737,6.527827679,6.820448713,51183,3353,20
2015,45,6.382978723,6.622221907,6.91454213,50760,3226,14
2015,46,6.501727232,6.717229803,7.009247633,51817,3356,13
2015,47,6.504475467,6.811383381,7.103097277,51503,3336,14
2015,48,6.685231419,6.903229607,7.194638064,52070,3459,22
2015,49,6.611355012,6.99135146,7.282453016,53756,3534,20
2015,50,6.708110176,7.074388437,7.365181668,52280,3481,26
2015,51,6.666416073,7.15105618,7.441539702,53207,3532,15
2015,52,7.508986819,7.220164963,7.51033743,52577,3917,31
2016,1,7.654276758,7.280636751,7.570496859,55825,4241,32
2016,2,7.732738138,7.331520614,7.621067098,55556,4267,29
2016,3,7.388350394,7.372006249,7.661237882,55195,4042,36
2016,4,7.481978176,7.401435432,7.690351028,55627,4113,49
2016,5,7.520148116,7.41931124,7.707909652,55092,4082,61
2016,6,7.350418089,7.425304907,7.713585027,55371,3976,94
2016,7,7.477790514,7.419260221,7.707220982,55832,4027,148
2016,8,8.006330841,7.401195415,7.688835789,54969,4215,186
2016,9,8.059840378,7.371302512,7.658621509,55882,4248,256
2016,10,8.145997364,7.329944156,7.616940828,56138,4279,294
2016,11,8.24742268,7.277647975,7.564321411,54514,4142,354
2016,12,8.171241758,7.215098556,7.501447887,54753,4184,290
2016,13,7.724995361,7.143127176,7.429151571,53890,3882,281
2016,14,7.738734402,7.062699416,7.348398084,54014,3930,250
2016,15,7.621277393,6.974900862,7.260273052,53390,3876,193
2016,16,7.203605574,6.880921103,7.165966103,53029,3672,148
2016,17,6.892420106,6.782036255,7.066753392,50911,3382,127
2016,18,6.812856362,6.679590273,6.963978915,51212,3398,91
2016,19,6.477573854,6.574975327,6.85903488,50945,3226,74
2016,20,6.575163139,6.469611524,6.753341436,50417,3280,35
2016,21,6.390417354,6.36492628,6.648326035,50341,3187,30
2016,22,6.108424023,6.262333627,6.545402751,49620,3014,17
2016,23,6.385842272,6.163213776,6.445951834,49782,3162,17
2016,24,5.864271938,6.068893212,6.351299808,49776,2901,18
2016,25,5.7810603,5.980625622,6.262700402,49420,2845,12
2016,26,5.85716594,5.899573927,6.181316572,49512,2890,10
2016,27,5.842091408,5.826793662,6.108203897,49383,2875,10
2016,28,5.888789819,5.763217973,6.04429556,49348,2901,5
2016,29,5.601291034,5.709644405,5.990389146,48953,2737,5
2016,30,5.637662918,5.666723703,5.94713544,49258,2772,5
2016,31,5.704746103,5.634950755,5.91502937,48819,2782,3
2016,32,5.612703078,5.61465783,5.894403243,48996,2748,2
2016,33,5.695142379,5.60601017,5.885422341,48954,2783,5
2016,34,5.637198861,5.615701601,5.895113772,48109,2706,6
2016,35,5.718115745,5.636912094,5.916324265,47743,2725,5
2016,36,5.661873657,5.669343142,5.948755314,47917,2709,4
2016,37,6.180871828,5.712533737,5.991945909,47647,2937,8
2016,38,5.945083014,5.765867039,6.045279211,46980,2784,9
2016,39,5.752288452,5.828579318,6.10799149,46538,2668,9
2016,40,5.695654058,5.899771009,6.179183181,46158,2614,15
2016,41,5.875586231,5.978419744,6.257831915,45204,2646,10
2016,42,5.792120895,6.063395153,6.342807325,43939,2538,7
2016,43,5.692883895,6.153475243,6.432887415,44055,2495,13
2016,44,5.671229725,6.247364089,6.526776261,43465,2450,15
2016,45,5.816006052,6.343710606,6.623122778,43621,2524,13
2016,46,5.619672281,6.441128114,6.720540286,43757,2455,4
2016,47,5.790360474,6.538214423,6.817626595,42139,2426,14
2016,48,6.087857244,6.63357214,6.912984312,42478,2565,21
2016,49,6.179151995,6.725828906,7.005241077,41462,2537,25
2016,50,6.476993155,6.813657272,7.093069443,41053,2626,33
2016,51,6.44260472,6.895793924,7.175206096,40465,2536,71
2016,52,6.986943338,6.971057982,7.250470154,39903,2679,109
2017,1,7.370805024,7.038368096,7.317780268,33999,2343,163
